incident_date,letter_date,school,cases_count,no_case_count,incident_text,school_level,school_name_long,state_school_id,lea_name,lea_id,level,grades,ward,charter_status,phone,address
2021-09-16,2021-09-19,Johnson,2,False,"A letter to the Johnson community was sent on September 19, 2021, notifying them of two positive COVID-19 cases in the building on September 16, 2021.",Middle,Johnson Middle School,416.0,District of Columbia Public Schools,1.0,Middle,6 - 8,8,DCPS,(202) 939-3140,"1400 Bruce Pl. SE, WASHINGTON, DC 20020"
2021-09-16,2021-09-20,Miller,1,False,"A letter to the Kelly Miller community was sent on September 20, 2021, notifying them of two positive COVID-19 cases in the building on September 16 and September 17, 2021.",Unknown,Kelly Miller Middle School,421.0,District of Columbia Public Schools,1.0,Middle,6 - 8,7,DCPS,(202) 388-6870,"301 49th St. NE, WASHINGTON, DC 20019"
2021-09-16,2021-09-17,Ketcham,1,True,"A letter to the Ketcham community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021.",Elementary,Ketcham Elementary School,257.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 698-1122,"1919 15th St. SE, WASHINGTON, DC 20020"
2021-09-16,2021-09-20,Langdon,1,True,"A letter to the Langdon community was sent on September 20, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021.",Elementary,Langdon Elementary School,262.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,5,DCPS,(202) 576-6048,"1900 Evarts St. NE, WASHINGTON, DC 20018"
2021-09-16,2021-09-24,Leckie,1,False,"A letter to the Leckie community was sent on September 24, 2021, notifying them of one positive COVID-19 case in the building on September 16, 2021.",PK-8,Leckie Education Campus,266.0,District of Columbia Public Schools,1.0,K-8,PK3 - 8,8,DCPS,(202) 645-3330,"4201 M.L. King Ave. SW, WASHINGTON, DC 20032"
2021-09-16,2021-09-21,Moore,1,True,"A letter to the Luke C. Moore community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021.",Unknown,Luke C. Moore High School,884.0,District of Columbia Public Schools,1.0,High,9 - 12,5,DCPS,(202) 281-3600,"1001 Monroe St. NE, WASHINGTON, DC 20017"
2021-09-16,2021-09-22,MacFarland,1,True,"A letter to the MacFarland community was sent on September 22, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021.",Middle,MacFarland Middle School,420.0,District of Columbia Public Schools,1.0,Middle,6 - 8,4,DCPS,(202) 671-6033,"4400 Iowa Ave. NW, WASHINGTON, DC 20011"
2021-09-16,2021-09-24,MacFarland,1,True,"A letter to the MacFarland community was sent on September 24, 2021, notifying them of positive COVID-19 cases in the building on September 16 and September 17, 2021.",Middle,MacFarland Middle School,420.0,District of Columbia Public Schools,1.0,Middle,6 - 8,4,DCPS,(202) 671-6033,"4400 Iowa Ave. NW, WASHINGTON, DC 20011"
2021-09-16,2021-09-17,Malcolm X,1,True,"A letter to the Malcolm X community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021.",Elementary,Malcolm X Elementary School @ Green,308.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 645-3409,"1500 Mississippi Ave. SE, WASHINGTON, DC 20032"
2021-09-16,2021-09-21,Marie Reed,1,True,"A letter to the Marie Reed community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021.",Elementary,Marie Reed Elementary School,284.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 673-7308,"2201 18th St. NW, WASHINGTON, DC 20009"
2021-09-16,2021-09-21,Miner,1,True,"A letter to the Miner community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 16 and September 17, respectively.",Elementary,Miner Elementary School,280.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 397-3960,"601 15th St. NE, WASHINGTON, DC 20002"
2021-09-16,2021-09-17,Payne,1,False,"A letter to the Payne community was sent on September 17, 2021, notifying them of one positive COVID-19 case in the building on September 15 and one positive case in the building on September 16, 2021. ",Elementary,Payne Elementary School,295.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-3262,"1445 C St. SE, WASHINGTON, DC 20003"
2021-09-16,2021-09-19,Payne,1,True,"A letter to the Payne community was sent on September 19, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021. ",Elementary,Payne Elementary School,295.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-3262,"1445 C St. SE, WASHINGTON, DC 20003"
2021-09-16,2021-09-23,Plummer,1,False,"A letter to the Plummer community was sent on September 23, 2021, notifying them of one positive COVID-19 case in the building on September 16, 2021 and another on September 17, 2021.",Elementary,Plummer Elementary School,299.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 939-4360,"4601 Texas Ave. SE, WASHINGTON, DC 20019"
2021-09-16,2021-09-19,Raymond,2,False,"A letter to the Raymond community was sent on September 19, 2021, notifying them of four positive COVID-19 cases in the building on September 14 and September 16, 2021.",Elementary,Raymond Elementary School,302.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6236,"2501 11th Street, NW, WASHINGTON, DC 20001"
2021-09-16,2021-09-20,Roosevelt,1,False,"A letter to the Roosevelt community was sent on September 20, 2021, notifying them of two positive COVID-19 cases in the building on September 16 and September 17, respectively.",High,Roosevelt High School,459.0,District of Columbia Public Schools,1.0,High,9 - 12,4,DCPS,(202) 576-6130,"4301 13th St. NW, WASHINGTON, DC 20011"
2021-09-16,2021-09-20,Savoy,1,True,"A letter to the Savoy community was sent on September 20, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021. ",Elementary,Savoy Elementary School,307.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 939-2000,"2400 Shannon Pl. SE, WASHINGTON, DC 20020"
2021-09-16,2021-09-17,Seaton,1,True,"A letter to the Seaton community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021.",Elementary,Seaton Elementary School,309.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 673-7215,"1503 10th St. NW, WASHINGTON, DC 20001"
2021-09-16,2021-09-17,Stanton,1,True,"A letter to the Stanton community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021. ",Elementary,Stanton Elementary School,319.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 671-6180,"2701 Naylor Rd. SE, WASHINGTON, DC 20020"
2021-09-16,2021-09-20,Stoddert,1,False,"A letter to the Stoddert community was sent on September 20, 2021, notifying them of one positive COVID-19 case in the building on September 16, 2021.",Elementary,Stoddert Elementary School,321.0,District of Columbia Public Schools,1.0,Elementary,PK4 - 5,3,DCPS,(202) 671-6030,"4001 Calvert St. NW, WASHINGTON, DC 20007"
2021-09-16,2021-09-17,Takoma,1,True,"A letter to the Takoma community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 14, 2021 and a positive case on September 16.",Elementary,Takoma Elementary School,324.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 671-6050,"7010 Piney Branch Rd. NW, WASHINGTON, DC 20012"
2021-09-16,2021-09-19,Thomas,1,True,"A letter to the Thomas community was sent on September 19, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021.",Elementary,Thomas Elementary School,325.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 724-4593,"650 Anacostia Ave. NE, WASHINGTON, DC 20019"
2021-09-16,2021-09-19,Turner,1,True,"A letter to the Turner community was sent on September 19, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021.",Elementary,Turner Elementary School,329.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 645-3470,"3264 Stanton Rd. SE, WASHINGTON, DC 20032"
2021-09-16,2021-09-21,Tyler,1,False,"A letter to the Tyler community was sent on September 21, 2021, notifying them of two positive COVID-19 cases in the building on September 14 and September 16, respectively.",Elementary,Tyler Elementary School,330.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 939-4810,"1001 G St. SE, WASHINGTON, DC 20003"
2021-09-16,2021-09-21,Walker-Jones,1,True,"A letter to the Walker-Jones community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 16, 2021.",PK-8,Walker-Jones Education Campus,332.0,District of Columbia Public Schools,1.0,K-8,PK3 - 8,6,DCPS,(202) 939-5934,"1125 New Jersey Ave. NW, WASHINGTON, DC 20001"
2021-09-17,2021-09-19,Amidon-Bowen,1,True,"A letter to the Amidon-Bowen community was sent on September 19, 2021, notifying them of  a positive COVID-19 case in the building on September 17, 2021.",Elementary,Amidon-Bowen Elementary School,203.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 724-4867,"401 I St. SW, WASHINGTON, DC 20024"
2021-09-17,2021-09-19,Cleveland,1,True,"A letter to the Cleveland community was sent on September 19, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,Cleveland Elementary School,224.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 939-4380,"1825 8th St. NW, WASHINGTON, DC 20001"
2021-09-17,2021-09-21,Deal,1,True,"A letter to the Deal community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Middle,Deal Middle School,405.0,District of Columbia Public Schools,1.0,Middle,6 - 8,3,DCPS,(202) 939-2010,"3815 Fort Dr. NW, WASHINGTON, DC 20016"
2021-09-17,2021-09-20,Dunbar,1,True,"A letter to the Dunbar community was sent on September 20, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021, respectively. ",High,Dunbar High School,467.0,District of Columbia Public Schools,1.0,High,9 - 12,5,DCPS,(202) 698-3762,"101 N St. NW, WASHINGTON, DC 20001"
2021-09-17,2021-09-20,Eastern,1,True,"A letter to the Eastern community was sent on September 20, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",High,Eastern High School,457.0,District of Columbia Public Schools,1.0,High,9 - 12,6,DCPS,(202) 698-4500,"1700 East Capitol St. NE, WASHINGTON, DC 20003"
2021-09-17,2021-09-20,Woodson,1,False,"A letter to the H.D. Woodson community was sent on September 20, 2021, notifying them of two positive COVID-19 cases in the building on September 13 and September 17, 2021.",High,H.D. Woodson High School,464.0,District of Columbia Public Schools,1.0,High,9 - 12,7,DCPS,(202) 939-2030,"540 55th St. NE, WASHINGTON, DC 20019"
2021-09-17,2021-09-21,Hardy,1,True,"A letter to the Hardy community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Middle,Hardy Middle School,246.0,District of Columbia Public Schools,1.0,Middle,6 - 8,2,DCPS,(202) 729-4350,"1819 35th St. NW, WASHINGTON, DC 20007"
2021-09-17,2021-09-22,Hart,1,False,"A letter to the Hart community was sent on September 22, 2021, notifying them of one positive COVID-19 case in the building on September 9, one positive case on September 15, one positive case on September 16, and one positive case on September 17, 2021.",Middle,Hart Middle School,413.0,District of Columbia Public Schools,1.0,Middle,6 - 8,8,DCPS,(202) 671-6426,"601 Mississippi Ave. SE, WASHINGTON, DC 20032"
2021-09-17,2021-09-26,Hart,1,False,"A letter to the Hart community was sent on September 26, 2021, notifying them of one positive case of COVID-19 in the building on September 16, one positive case on September 17, three positive cases on September 21, and one positive case in the building on September 24.",Middle,Hart Middle School,413.0,District of Columbia Public Schools,1.0,Middle,6 - 8,8,DCPS,(202) 671-6426,"601 Mississippi Ave. SE, WASHINGTON, DC 20032"
2021-09-17,2021-09-21,Houston,1,False,"A letter to the Houston community was sent on September 21, 2021, notifying them of two positive COVID-19 cases in the building on September 17 and September 20, respectively. ",Elementary,Houston Elementary School,251.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 671-6170,"1100 50th Pl. NE, WASHINGTON, DC 20019"
2021-09-17,2021-09-17,Wilson,1,True,"A letter to the J.O. Wilson community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",High,J.O. Wilson Elementary School,339.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-4733,"660 K St. NE, WASHINGTON, DC 20002"
2021-09-17,2021-09-17,Wilson,1,True,"A letter to the J.O. Wilson community was sent on September 17, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",High,Woodrow Wilson High School,463.0,District of Columbia Public Schools,1.0,High,9 - 12,3,DCPS,(202) 282-0120,"3950 Chesapeake St. NW, WASHINGTON, DC 20016"
2021-09-17,2021-09-22,Wilson,1,True,"A letter to the J.O. Wilson community was sent on September 22, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",High,J.O. Wilson Elementary School,339.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-4733,"660 K St. NE, WASHINGTON, DC 20002"
2021-09-17,2021-09-22,Wilson,1,True,"A letter to the J.O. Wilson community was sent on September 22, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",High,Woodrow Wilson High School,463.0,District of Columbia Public Schools,1.0,High,9 - 12,3,DCPS,(202) 282-0120,"3950 Chesapeake St. NW, WASHINGTON, DC 20016"
2021-09-17,2021-09-21,Janney,1,True,"A letter to the Janney community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,Janney Elementary School,254.0,District of Columbia Public Schools,1.0,Elementary,PK4 - 5,3,DCPS,(202) 282-0110,"4130 Albemarle St. NW, WASHINGTON, DC 20016"
2021-09-17,2021-09-20,Miller,1,False,"A letter to the Kelly Miller community was sent on September 20, 2021, notifying them of two positive COVID-19 cases in the building on September 16 and September 17, 2021.",Unknown,Kelly Miller Middle School,421.0,District of Columbia Public Schools,1.0,Middle,6 - 8,7,DCPS,(202) 388-6870,"301 49th St. NE, WASHINGTON, DC 20019"
2021-09-17,2021-09-21,King,1,True,"A letter to the King community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,King Elementary School,344.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 939-4900,"3200 6th St. SE, WASHINGTON, DC 20032"
2021-09-17,2021-09-19,Langdon,1,True,"A letter to the Langdon community was sent on September 19, 2021, notifying them of a positive COVID-19 cases in the building on September 17, 2021.",Elementary,Langdon Elementary School,262.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,5,DCPS,(202) 576-6048,"1900 Evarts St. NE, WASHINGTON, DC 20018"
2021-09-17,2021-09-20,Leckie,1,False,"A letter to the Leckie community was sent on September 20, 2021, notifying them of one positive COVID-19 case in the building on September 17, 2021.",PK-8,Leckie Education Campus,266.0,District of Columbia Public Schools,1.0,K-8,PK3 - 8,8,DCPS,(202) 645-3330,"4201 M.L. King Ave. SW, WASHINGTON, DC 20032"
2021-09-17,2021-09-20,MacFarland,1,True,"A letter to the MacFarland community was sent on September 20, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Middle,MacFarland Middle School,420.0,District of Columbia Public Schools,1.0,Middle,6 - 8,4,DCPS,(202) 671-6033,"4400 Iowa Ave. NW, WASHINGTON, DC 20011"
2021-09-17,2021-09-24,MacFarland,1,True,"A letter to the MacFarland community was sent on September 24, 2021, notifying them of positive COVID-19 cases in the building on September 16 and September 17, 2021.",Middle,MacFarland Middle School,420.0,District of Columbia Public Schools,1.0,Middle,6 - 8,4,DCPS,(202) 671-6033,"4400 Iowa Ave. NW, WASHINGTON, DC 20011"
2021-09-17,2021-09-20,Marie Reed,1,True,"A letter to the Marie Reed community was sent on September 20, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,Marie Reed Elementary School,284.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 673-7308,"2201 18th St. NW, WASHINGTON, DC 20009"
2021-09-17,2021-09-19,Maury,1,True,"A letter to the Maury community was sent on September 19, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,Maury Elementary School,274.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-3838,"1250 Constitution Ave. NE, WASHINGTON, DC 20002"
2021-09-17,2021-09-20,McKinley HS,2,False,"A letter to the McKinley High School community was sent on September 20, 2021, notifying them of two positive COVID-19 cases in the building on September 17, 2021.",Unknown,McKinley Technology High School,458.0,District of Columbia Public Schools,1.0,High,9 - 12,5,DCPS,(202) 281-3950,"151 T St. NE, WASHINGTON, DC 20002"
2021-09-17,2021-09-21,Miner,1,True,"A letter to the Miner community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 16 and September 17, respectively.",Elementary,Miner Elementary School,280.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 397-3960,"601 15th St. NE, WASHINGTON, DC 20002"
2021-09-17,2021-09-22,Payne,1,True,"A letter to the Payne community was sent on September 22, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,Payne Elementary School,295.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-3262,"1445 C St. SE, WASHINGTON, DC 20003"
2021-09-17,2021-09-23,Plummer,1,False,"A letter to the Plummer community was sent on September 23, 2021, notifying them of one positive COVID-19 case in the building on September 16, 2021 and another on September 17, 2021.",Elementary,Plummer Elementary School,299.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 939-4360,"4601 Texas Ave. SE, WASHINGTON, DC 20019"
2021-09-17,2021-09-20,Raymond,1,False,"A letter to the Raymond community was sent on September 20, 2021, notifying them of one positive COVID-19 case in the building on September 17, 2021.",Elementary,Raymond Elementary School,302.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6236,"2501 11th Street, NW, WASHINGTON, DC 20001"
2021-09-17,2021-09-21,River Terrace,1,False,"A letter to the River Terrace community was sent on September 21, 2021, notifying them of one positive COVID-19 case in the building on September 17, 2021.",3-12,River Terrace Education Campus,304.0,District of Columbia Public Schools,1.0,3-12,3 - 12,7,DCPS,(202) 442-7111,"405 Anacostia Ave. NE, WASHINGTON, DC 20019"
2021-09-17,2021-09-20,Roosevelt,1,False,"A letter to the Roosevelt community was sent on September 20, 2021, notifying them of two positive COVID-19 cases in the building on September 16 and September 17, respectively.",High,Roosevelt High School,459.0,District of Columbia Public Schools,1.0,High,9 - 12,4,DCPS,(202) 576-6130,"4301 13th St. NW, WASHINGTON, DC 20011"
2021-09-17,2021-09-20,Shepherd,1,True,"A letter to the Shepherd community was sent on September 20, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,Shepherd Elementary School,313.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6140,"7800 14th St NW, WASHINGTON, DC 20012"
2021-09-17,2021-09-22,Shepherd,1,True,"A letter to the Shepherd community was sent on September 22, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,Shepherd Elementary School,313.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6140,"7800 14th St NW, WASHINGTON, DC 20012"
2021-09-17,2021-09-21,Simon,1,True,"A letter to the Simon community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,Simon Elementary School,315.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 645-3360,"401 Mississippi Ave. SE, WASHINGTON, DC 20032"
2021-09-17,2021-09-19,Stuart-Hobson,1,False,"A letter to the Stuart-Hobson community was sent on September 19, 2021, notifying them of two positive COVID-19 cases in the building on September 13 and September 17, 2021, respectively.",Middle,Stuart-Hobson Middle School (Capitol Hill Cluster),428.0,District of Columbia Public Schools,1.0,Middle,6 - 8,6,DCPS,(202) 671-6010,"410 E St. NE, WASHINGTON, DC 20002"
2021-09-17,2021-09-21,Thomson,1,True,"A letter to the Thomson community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021. ",Elementary,Thomson Elementary School,326.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,2,DCPS,(202) 898-4660,"1200 L St. NW, WASHINGTON, DC 20005"
2021-09-17,2021-09-19,Truesdell,1,True,"A letter to the Truesdell community was sent on September 19, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,Truesdell Elementary School,327.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6202,"800 Ingraham St. NW, WASHINGTON, DC 20011"
2021-09-17,2021-09-19,Tubman,1,True,"A letter to the Tubman community was sent on September 19, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021.",Elementary,Tubman Elementary School,328.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 673-7285,"3101 13th St. NW, WASHINGTON, DC 20010"
2021-09-17,2021-09-20,West,1,True,"A letter to the West community was sent on September 20, 2021, notifying them of a positive COVID-19 case in the building on September 17, 2021. ",Elementary,West Elementary School,336.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6226,"1335 Farragut St NW, WASHINGTON, DC 20011"
2021-09-17,2021-09-23,Wilson,1,False,"A letter to the Wilson community was sent on September 23, 2021, notifying them of one positive COVID-19 case in the building on September 17, 2021.",High,J.O. Wilson Elementary School,339.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 698-4733,"660 K St. NE, WASHINGTON, DC 20002"
2021-09-17,2021-09-23,Wilson,1,False,"A letter to the Wilson community was sent on September 23, 2021, notifying them of one positive COVID-19 case in the building on September 17, 2021.",High,Woodrow Wilson High School,463.0,District of Columbia Public Schools,1.0,High,9 - 12,3,DCPS,(202) 282-0120,"3950 Chesapeake St. NW, WASHINGTON, DC 20016"
2021-09-20,2021-09-24,Ballou,1,False,"A letter to the Ballou community was sent on September 24, 2021, notifying them that one individual who was last present at Ballou on September 20 and two individuals who were last present on September 22 reported a positive test for coronavirus (COVID-19).",High,Ballou High School,452.0,District of Columbia Public Schools,1.0,High,9 - 12,8,DCPS,(202) 645-3400,"3401 4th St. SE, WASHINGTON, DC 20032"
2021-09-20,2021-09-28,Ballou,1,True,"A letter to the Ballou community was sent on September 28, 2021, notifying them of a positive COVID-19 case in the building on September 20, a positive case on September 21 and a positive case on September 27, 2021.",High,Ballou High School,452.0,District of Columbia Public Schools,1.0,High,9 - 12,8,DCPS,(202) 645-3400,"3401 4th St. SE, WASHINGTON, DC 20032"
2021-09-20,2021-09-24,Beers,1,False,"A letter to the Beers community was sent on September 24, 2021, notifying them of one positive COVID-19 case in the building on September 20, 2021.",Elementary,Beers Elementary School,206.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 939-4800,"3600 Alabama Ave. SE, WASHINGTON, DC 20020"
2021-09-20,2021-09-24,Brookland,1,True,"A letter to the Brookland community was sent on September 24, 2021, notifying them of a positive COVID-19 case in the building on September 20, 2021.",Middle,Brookland Middle School,347.0,District of Columbia Public Schools,1.0,Middle,6 - 8,5,DCPS,(202) 759-1999,"1150 Michigan Ave NE, WASHINGTON, DC 20017"
2021-09-20,2021-09-22,Eliot-Hine,1,True,"A letter to the Eliot-Hine community was sent on September 22, 2021, notifying them of a positive COVID-19 case in the building on September 20, 2021. ",Middle,Eliot-Hine Middle School,407.0,District of Columbia Public Schools,1.0,Middle,6 - 8,6,DCPS,(202) 939-5380,"1830 Constitution Ave. NE, WASHINGTON, DC 20002"
2021-09-20,2021-09-21,Houston,1,False,"A letter to the Houston community was sent on September 21, 2021, notifying them of two positive COVID-19 cases in the building on September 17 and September 20, respectively. ",Elementary,Houston Elementary School,251.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 671-6170,"1100 50th Pl. NE, WASHINGTON, DC 20019"
2021-09-20,2021-09-22,Houston,1,True,"A letter to the Houston community was sent on September 22, 2021, notifying them of a positive COVID-19 case in the building on September 20, 2021.",Elementary,Houston Elementary School,251.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 671-6170,"1100 50th Pl. NE, WASHINGTON, DC 20019"
2021-09-20,2021-09-23,Houston,1,True,"A letter to the Houston community was sent on September 23, 2021, notifying them of a positive COVID-19 case in the building on September 20, 2021.",Elementary,Houston Elementary School,251.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,7,DCPS,(202) 671-6170,"1100 50th Pl. NE, WASHINGTON, DC 20019"
2021-09-20,2021-09-23,Langley,1,True,"A letter to the Langley community was sent on September 23, 2021, notifying them of a positive COVID-19 case in the building on September 20, 2021.",Elementary,Langley Elementary School,370.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,5,DCPS,(202) 724-4223,"101 T Street NE, WASHINGTON, DC 20002"
2021-09-20,2021-09-22,Marie Reed,1,True,"A letter to the Marie Reed community was sent on September 22, 2021, notifying them of a positive COVID-19 case in the building on September 20, 2021.",Elementary,Marie Reed Elementary School,284.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 673-7308,"2201 18th St. NW, WASHINGTON, DC 20009"
2021-09-20,2021-10-01,River Terrace,1,False,"A letter to the River Terrace community was sent on October 1, 2021, notifying them of one positive COVID-19 case in the building on September 20, 2021.",3-12,River Terrace Education Campus,304.0,District of Columbia Public Schools,1.0,3-12,3 - 12,7,DCPS,(202) 442-7111,"405 Anacostia Ave. NE, WASHINGTON, DC 20019"
2021-09-20,2021-09-21,Seaton,1,True,"A letter to the Seaton community was sent on September 21, 2021, notifying them of a positive COVID-19 case in the building on September 20, 2021.",Elementary,Seaton Elementary School,309.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,6,DCPS,(202) 673-7215,"1503 10th St. NW, WASHINGTON, DC 20001"
2021-09-20,2021-09-27,Stanton,1,True,"A letter to the Stanton community was sent on September 27, 2021, notifying them of positive COVID-19 cases in the building on September 20 and September 24, 2021. ",Elementary,Stanton Elementary School,319.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,8,DCPS,(202) 671-6180,"2701 Naylor Rd. SE, WASHINGTON, DC 20020"
2021-09-20,2021-09-22,Truesdell,1,False,"A letter to the Truesdell community was sent on September 22, 2021, notifying them of two positive COVID-19 cases in the building on September 20 and September 21, respectively. ",Elementary,Truesdell Elementary School,327.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,4,DCPS,(202) 576-6202,"800 Ingraham St. NW, WASHINGTON, DC 20011"
2021-09-21,2021-09-28,Ballou,1,True,"A letter to the Ballou community was sent on September 28, 2021, notifying them of a positive COVID-19 case in the building on September 20, a positive case on September 21 and a positive case on September 27, 2021.",High,Ballou High School,452.0,District of Columbia Public Schools,1.0,High,9 - 12,8,DCPS,(202) 645-3400,"3401 4th St. SE, WASHINGTON, DC 20032"
2021-09-21,2021-09-22,Bruce-Monroe,1,True,"A letter to the Bruce-Monroe community was sent on September 22, 2021, notifying them of a positive COVID-19 case in the building on September 21, 2021.",Elementary,Bruce-Monroe Elementary School @ Park View,296.0,District of Columbia Public Schools,1.0,Elementary,PK3 - 5,1,DCPS,(202) 576-6222,"3560 Warder St. NW, WASHINGTON, DC 20010"
2021-09-21,2021-09-24,Cardozo,1,False,"A letter to the Cardozo community was sent on September 24, 2021, notifying them that one individual who was last present at Cardozo on September 21 reported a positive test for coronavirus (COVID-19).",6-12,Cardozo Education Campus,454.0,District of Columbia Public Schools,1.0,6-12,6 - 12,1,DCPS,(202) 673-7385,"1200 Clifton St. NW, WASHINGTON, DC 20009"
